record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin
"T","4.1","20150812","YAKA","YAKA","11","0501040909","15",,,,,"1","3","2007","20080425","20080522","3F42001  370002 R05","3F42001  370002 H05","3F42001  290131 S02","S","H","B","VO",,,,"5000","199810",,,"5000","570170","0350","20013",,,,,,,"YAKIMA @ PROSSER HAT","PROSSER HATCHERY","LTL WHITE SALMON-NFH","WA","UPCR","YAKI","N"
"T","4.1","20150812","YAKA","YAKA","11","0501050101","15",,,,,"1","3","2008","20090424","20090430","3F42001  370002 R05","3F42001  370002 H05","3F42001  290131 S02","S","H","B","VO",,,,"5000","199657",,,"5000","414046","0009","1033572",,,,,,,"YAKIMA @ PROSSER HAT","PROSSER HATCHERY","LTL WHITE SALMON-NFH","WA","UPCR","YAKI","N"
"T","4.1","20150812","YAKA","YAKA","11","0501050102","15",,,,,"1","3","2009","20100416","20100423","3F42001  370002 R05","3F42001  370002 H05","3F42001  290131 S02","S","H","B","VO",,,,"5000","199016",,,"5000","1481029",,,,,,,,,"YAKIMA @ PROSSER HAT","PROSSER HATCHERY","LTL WHITE SALMON-NFH","WA","UPCR","YAKI","N"
"T","4.1","20060830","USFWS","USFWS","07","050110","0",,,,,"1","3","1973","19740630","19740630","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H","P",,"4.09",,"N","5000","85000",,,"0009","37378",,,,,,,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","050123","0",,,,,"1","3","1977","19780531","19780531","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","S","H","P",,"19.91",,"N","5000","749",,,"0009","686","5000","39",,"0.0495",,,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060425","USFWS","USFWS","07","050126","0",,,,,"1","3","1977","19780531","19780531","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","S","H","P",,"19.91",,"N","5000","1227",,,"0009","684","5000","65",,"0.0503",,,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060830","USFWS","USFWS","07","050145","0",,,,,"1","3","1977","19780531","19780531","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","S","H","P",,"19.91",,"N","5000","1197",,,"0009","685","5000","63",,"0.05",,,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060425","USFWS","USFWS","07","050151","0",,,,,"1","3","1977","19780531","19780531","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","S","H","P",,"19.91",,"N","5000","816",,,"0009","686","5000","43",,"0.0501",,,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060425","USFWS","USFWS","07","050155","0",,,,,"1","3","1977","19780531","19780531","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","S","H","P",,"19.91",,"N","5000","815",,,"0009","686","5000","43",,"0.0501",,,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060830","USFWS","USFWS","07","050202","0",,,,,"1","3","1975","19760318","19760318","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K",,"3.95",,"N","5000","100608",,,"0009","10083087",,,,,,,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060425","USFWS","USFWS","07","050220","0",,,,,"1","3","1977","19780531","19780531","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","S","H","P",,"19.91",,"N","5000","774",,,"0009","686","5000","41",,"0.0503",,,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060830","USFWS","USFWS","07","050221","0",,,,,"1","3","1977","19780531","19780531","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","S","H","P",,"19.91",,"N","5000","1202",,,"0009","685","5000","63",,"0.0498",,,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060425","USFWS","USFWS","07","050229","0",,,,,"1","3","1977","19780531","19780531","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","S","H","P",,"19.91",,"N","5000","1706",,,"0009","683","5000","90",,"0.0501",,,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060425","USFWS","USFWS","07","050243","0",,,,,"1","3","1977","19780531","19780531","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","S","H","P",,"19.91",,"N","5000","1492",,,"0009","684","5000","79",,"0.0503",,,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060830","USFWS","USFWS","07","050302","0",,,,,"1","3","1975","19760412","19760412","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K",,"5.75",,"N","5000","96016",,,"0009","2758540",,,,,,,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20020328","USFWS","USFWS","07","050315","0",,,,,"1","3","1974","19750531","19750531","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","G","H",,,"15.13",,"N","5000","2145",,,"5000","55",,,,"0.025",,,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060425","USFWS","USFWS","07","050317","0",,,,,"1","3","1977","19780531","19780531","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","S","H","P",,"19.91",,"N","5000","1096",,,"0009","685","5000","58",,"0.0503",,,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060830","USFWS","USFWS","07","050320","0",,,,,"1","3","1977","19780501","19780630","6FCSA","6FCSACOY TCFF","6FCSACOY TCFF","G","H",,,"7.12",,"N","5000","104709",,,"0009","11191","5000","2137",,"0.02","7",,,,"SAC R AB COLLINSVILLE","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20021016","NWIFC","LUMMI","14","050325","0",,,,,"1","3","1977","19780620","19780620","3F10107  010246 R","3F10107  010273 H","3F10510  090072 S","G","H","P",,"6.38",,"N","5000","99240",,,"0000","58266","5000","2025",,"0.02","1",,,,"NOOKSACK -SF 01.0246","SKOOKUM CR HATCHERY","BIG SOOS CR  09.0072","WA","NOWA","NOOK","C"
"T","4.1","20060830","USFWS","NMFS","07","050339","0",,,,,"1","3","1977","19780813","19780818","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","S","H","P",,"28.38",,"N","5000","49920",,,"0009","360110","5000","2572",,"0.049","45",,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","NMFS","07","050340","0",,,,,"1","3","1977","19780813","19780818","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","S","H","P",,"28.38",,"N","5000","52092",,,"0009","361942","5000","740",,"0.014","45",,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","NMFS","07","050341","0",,,,,"1","3","1977","19780813","19780818","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","S","H","P",,"28.38",,"N","5000","50565",,,"0009","361172","5000","1510",,"0.029","45",,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","USFWS","07","050349","0",,,,,"1","3","1977","19790419","19790419","3F42001  290131 R02","3F42001  290131 H03","3F42001  290131 S02","S","H","P",,"20",,"N","5000","31146",,,"0009","214592","5000","3499",,"0.101","330",,,,"LTL WHITE SALMON@NFH","WILLARD NFH","LTL WHITE SALMON-NFH","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","USFWS","07","050351","0",,,,,"1","3","1977","19790419","19790419","3F42001  290131 R02","3F42001  290131 H03","3F42001  290131 S02","S","H","P",,"18.53",,"N","5000","32972",,,"0009","203679","5000","2142",,"0.061","330",,,,"LTL WHITE SALMON@NFH","WILLARD NFH","LTL WHITE SALMON-NFH","WA","CECR","WIND","C"
"T","4.1","20041207","USFWS","USFWS","07","050397","12",,,,,"1","7","2000","20001103","20001103","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR","18.14","113","N","5000","58050","0000","301","5000","1805",,,"C","0.03","22","200",,"SCS SURROGATE #1, LENGTHS TAKEN 11 DAYS AFTER RELEASE FROM FISH RETAINED","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050398","12",,,,,"1","7","2000","20001208","20001208","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR","30.23","119","N","5000","54568",,,"5000","1979",,,"C","0.035","43","200",,"SCS SURROGATE #2","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050399","0",,,,,"1","7","2000","20010109","20010109","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","E","FR","37.32","150","N","5000","65285","0000","337","5000","1683",,,"C","0.025","73","200",,"NO MORTALITY DATA AVAILABLE, SURROGATE #3","BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20020328","USFWS","USFWS","07","050402","0",,,,,"1","3","1975","19760412","19760412","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K",,"5.22",,"N","5000","99647",,,,,,,,,,,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20020328","IDFG","IDFG","10","050420","0",,,,,"1","3","1978","19790520","19790520","3F42001  350002 R03","4F-1704021205605.50","4F3-17060101008-XUU","S","H","E",,"5.4",,"N","5000","51000",,,"5000","1577",,,"B","0.03","0","0",,"ASSUME TAGLOSS AT 3%; HOMING/BARGED TO LOWER GRANITE","LOWER GRANITE DAM TR","HAGERMAN NATIONAL FH","F SNAKE R","WA","SNAK","LOSN","C"
"T","4.1","20020328","IDFG","IDFG","10","050421","0",,,,,"1","3","1978","19790521","19790521","3F42001  350002 R50","4F-1704021205605.50","4F3-17060101008-XUU","S","H","B",,"4.92",,"N","5000","44000",,,"5000","1361",,,"B","0.03","0","0",,"ASSUME TAGLOSS AT 3%; HOMING/BARGED TO LOWER GRANITE","SNAKE R @ ASOTIN","HAGERMAN NATIONAL FH","F SNAKE R","WA","SNAK","GRIA","C"
"T","4.1","20060830","USFWS","USFWS","07","050430","0",,,,,"1","3","1978","19790630","19790630","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H",,,"12.11",,"N","5000","5602",,,"0009","14503","5000","114",,"0.0199","7",,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","NMFS","07","050433","0",,,,,"1","3","1978","19790518","19790518","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","P",,"8.73",,"N","5000","140948",,,"0009","3569570","5000","12590",,"0.082","25",,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20020328","USFWS","USFWS","07","050434","0",,,,,"1","3","1978","19790420","19790420","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K",,"5.22",,"N","5000","95581",,,"5000","11035",,,,"0.1035","50",,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","NMFS","07","050443","0",,,,,"1","3","1978","19790518","19790518","3F42001  290160 R","3F42001  290159 H","3F42001  290159 S","G","H","P",,"6.58",,"N","5000","141393",,,"0009","2884113","5000","3181",,"0.022","10",,,,"WHITE SALMON 29.0160","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","NMFS","07","050444","0",,,,,"1","3","1978","19790420","19790420","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","P",,"5.82",,"N","5000","135537",,,"0009","4357431","5000","19362",,"0.125","35",,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","NMFS","07","050446","0",,,,,"1","3","1978","19790320","19790321","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","P",,"3.63",,"N","5000","245981",,,"0009","9860784","5000","13219",,"0.051","14",,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","NMFS","07","050449","0",,,,,"1","3","1978","19790622","19790622","3F42001  290131 R02","3F42001  290131 H02","3F42001  290131 S02","G","H","P",,"3.69",,"N","5000","264808",,,"0009","5291071","5000","12769",,"0.046","14",,,,"LTL WHITE SALMON@NFH","LTL WHITE SALMON NFH","LTL WHITE SALMON-NFH","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","NMFS","07","050450","0",,,,,"1","3","1978","19790417","19790517","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","G","H","P",,"6.03",,"N","5000","63443",,,"0009","829909","5000","15173",,"0.193","45",,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060830","USFWS","NMFS","07","050451","0",,,,,"1","3","1978","19790417","19790517","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","G","H","P",,"6.03",,"N","5000","48943",,,"0009","641587","5000","11705",,"0.193","45",,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060830","USFWS","USFWS","07","050452","0",,,,,"1","3","1978","19790401","19790531","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H",,,"4.05",,"N","5000","51671",,,"0009","99472","5000","155",,"0.003","9",,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050465","0",,,,,"1","7","2000","20010102","20010102","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR","32.39","142","N","5000","56146","0000","284","5000","284",,,"C","0.005","60","200",,"NO MORTALITY DATA AVAILABLE","BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050466","0",,,,,"1","7","2000","20010102","20010102","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR","30.23","140","N","5000","70032",,,"5000","711","0000","355","C","0.015","56","200",,"NO MORTALITY DATA AVAILABLE","BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20030618","USFWS","USFWS","07","050467","0",,,,,"1","7","2000","20010102","20010102","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR","32.4","142","N","5000","62127",,,"5000","312",,,"C","0.005","54","200",,"NO MORTALITY DATA AVAILABLE","BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20030618","USFWS","USFWS","07","050468","0",,,,,"1","7","2000","20010102","20010102","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR","31.49","142","N","5000","62578",,,"5000","314",,,"C","0.005","49","200",,"NO MORTALITY DATA AVAILABLE","BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050469","0",,,,,"1","7","2000","20010102","20010102","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR","40.85","155","N","5000","50942",,,"5000","1040",,,"C","0.02","48","200",,"NO MORTALITY DATA AVAILABLE","BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050470","0",,,,,"1","7","2000","20010102","20010102","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR","28.13","137","N","5000","63600",,,"5000","1298",,,"C","0.02","43","200",,"NO MORTALITY DATA AVAILABLE","BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050479","12",,,,,"1","7","2000","20001121","20001121","6FCSASBF WLGV","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR","17.1","106","N","5009","27153",,,"5000","985",,,"C","0.035","30","200",,"DCC STUDY GROUP","SAC R AT WALNUT GROVE","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050480","12",,,,,"1","7","2000","20001114","20001114","6FCSASBF WLGV","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR","18.19",,"N","5009","28947","0000","75","5000","898",,,"C","0.03",,"400",,"DCC STUDY GROUP; TAG RETENTION ESTIMATED FROM GROUPS TAGGED BEFORE AND AFTER","SAC R AT WALNUT GROVE","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050481","12",,,,,"1","7","2000","20001109","20001120","6FCSASBF WLGV","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR","14.3","117","N","5009","25941","0000","134","5000","669",,,"C","0.025","28","200",,"DCC STUDY GROUP; INCLUDES 94 WITH RADIO TAGS; ALL BUT 297 RELEASED ON 11/20/2000","SAC R AT WALNUT GROVE","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050482","12",,,,,"1","7","2000","20001113","20001113","6FCSASBF WLGV","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR","14.31",,"N","5009","27687","0000","72","5000","859",,,"C","0.03",,"400",,"DCC STUDY GROUP; TAG RETENTION ESTIMATED FROM GROUPS TAGGED BEFORE AND AFTER","SAC R AT WALNUT GROVE","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050497","12",,,,,"1","3","2000","20010413","20010413","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","4.53","74","N","5000","65275",,,"5000","610","0000","295989","C","0.0093","27","216",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050498","12",,,,,"1","3","2000","20010413","20010413","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","4.16","72","N","5000","65412",,,"5000","315","0000","412521","C","0.0048","21","209",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050499","12",,,,,"1","3","2000","20010413","20010413","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","5.21","77","N","5000","62110",,,"5000","2322","0000","317267","C","0.036","26","222",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20020328","USFWS","USFWS","07","050502","0",,,,,"1","3","1975","19760412","19760412","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K",,"5.68",,"N","5000","101080",,,,,,,,,,,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20020328","USFWS","USFWS","07","050513","0",,,,,"1","3","1974","19750531","19750531","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","G","H",,,"15.13",,"N","5000","1197",,,"5000","31",,,,"0.0252",,,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20020328","IDFG","IDFG","10","050527","0",,,,,"1","3","1979","19800603","19800603","3F42001  350002 R50","4F-1704021205605.50","4F3-17060101008-XUU","S","H","B",,"7.84",,"N","5000","58100",,,"5000","2650",,,"B","0.0436","2","600",,,"SNAKE R @ ASOTIN","HAGERMAN NATIONAL FH","F SNAKE R","WA","SNAK","GRIA","C"
"T","4.1","20020328","IDFG","IDFG","10","050528","0",,,,,"1","3","1979","19800531","19800623","3F42001  290001 R","4F-1704021205605.50","4F3-17060101008-XUU","S","H","E",,"7.67",,"N","5000","56000",,,"5000","2113",,,"B","0.0364","3","251",,"TRANSPORTATION","N BONNEVILLE BYPASS","HAGERMAN NATIONAL FH","F SNAKE R","WA","LOCR","SAWA","C"
"T","4.1","20060830","USFWS","USFWS","07","050536","0",,,,,"1","3","1979","1980","19800630","6FBMAMAD","6FBMAMAD MRFH","6FBMA","G","H","I",,"8.57",,"N","5000","9071",,,"0009","18219","5000","800",,"0.081","2","375",,,"MAIN STEM MAD RIVER","MAD RIVER HATCHERY","MAD RIVER","CA","NOCA","MAEL","C"
"T","4.1","20060830","USFWS","USFWS","07","050537","0",,,,,"1","3","1979","1980","19800630","6FBMAMAD","6FBMAMAD MRFH","6FBMA","G","H","I",,"8.57",,"N","5000","9071",,,"0009","18219","5000","800",,"0.081","2","375",,,"MAIN STEM MAD RIVER","MAD RIVER HATCHERY","MAD RIVER","CA","NOCA","MAEL","C"
"T","4.1","20060830","USFWS","USFWS","07","050538","0",,,,,"1","3","1979","1980","19800630","6FBMAMAD","6FBMAMAD MRFH","6FBMA","G","H","I",,"8.57",,"N","5000","9109",,,"0009","18491","5000","490",,"0.051","1","545",,,"MAIN STEM MAD RIVER","MAD RIVER HATCHERY","MAD RIVER","CA","NOCA","MAEL","C"
"T","4.1","20060830","USFWS","USFWS","07","050539","0",,,,,"1","3","1979","1980","19800630","6FBMAMAD","6FBMAMAD MRFH","6FBMA","G","H","I",,"8.57",,"N","5000","9109",,,"0009","18491","5000","490",,"0.051","1","545",,,"MAIN STEM MAD RIVER","MAD RIVER HATCHERY","MAD RIVER","CA","NOCA","MAEL","C"
"T","4.1","20020328","USFWS","USFWS","07","050557","0",,,,,"1","3","1980","19810531","19810531","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H","P",,"6.98",,"N","5000","10823",,,,,,,,,,,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","050558","0",,,,,"1","3","1980","19810531","19810531","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H","P",,"6.05",,"N","5000","11031",,,"0009","3395",,,,,,,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","050559","0",,,,,"1","3","1980","19810430","19810430","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H","P",,"2.7",,"N","5000","10285",,,"0009","12830",,,,,,,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","050560","0",,,,,"1","3","1980","19810401","19810531","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H","P",,"5.04",,"N","5000","10501",,,"0009","1254",,,,,,,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20020328","USFWS","USFWS","07","050561","0",,,,,"1","3","1980","19810531","19810531","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H",,,"7.32",,"N","5000","11197",,,,,,,,,,,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20020328","USFWS","USFWS","07","050562","0",,,,,"1","3","1980","19810531","19810531","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H",,,"11.35",,"N","5000","10939",,,"5000","279",,,,"0.0249",,,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","050563","0",,,,,"1","3","1984","19850430","19850430","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H","P",,"1.83",,"N","5000","9672",,,"0009","1489","5000","1842",,"0.16","31",,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050564","12",,,,,"1","3","2000","20010413","20010413","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","4.4","73","N","5000","58822",,,"0000","377443",,,"C","0","22","208",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050565","12",,,,,"1","3","2000","20010427","20010427","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","4.28","74","N","5000","64185","0000","326","5000","326","0000","381390","C","0.01","21","200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050566","12",,,,,"1","3","2000","20010427","20010427","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","5.09","77","N","5000","64479",,,"5000","651","0000","362556","C","0.01","24","200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050567","12",,,,,"1","3","2000","20010413","20010413","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","4.63","75","N","5000","62403",,,"5000","2219","0000","363366","C","0.0343","23","233",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050568","12",,,,,"1","3","2000","20010427","20010427","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","3.94","71","N","5000","65645","0000","330","0000","381631",,,"C","0","21","200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
