record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin
"T","4.1","20041207","USFWS","USFWS","07","050569","12",,,,,"1","3","2000","20010413","20010413","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","4.4","73","N","5000","65355",,,"0000","347310",,,"C","0","21","214",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20030618","USFWS","USFWS","07","050570","12",,,,,"1","3","2000","20010427","20010427","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","5.15","77","N","5000","64981",,,"0000","373224",,,"C","0","23","200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20030618","USFWS","USFWS","07","050571","12",,,,,"1","3","2000","20010427","20010427","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","5.15","77","N","5000","65463",,,"0000","404974",,,"C","0","23","192",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20030618","USFWS","USFWS","07","050572","12",,,,,"1","3","2000","20010427","20010427","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","4.36","74","N","5000","65502",,,"0000","366053",,,"C","0","22","200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","050573","12",,,,,"1","3","2000","20010427","20010427","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","3.66","69","N","5000","64110",,,"5000","1644","0000","394301","C","0.025","21","200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050579","0",,,,,"1","3","2001","20020329","20020329","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K","FR",,"82","N","5000","145949",,,"0000","3846933","5000","2812","W",,,"529",,"SC 66 Columbia River       Spring Creek NFH","SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20020328","USFWS","USFWS","07","050601","0",,,,,"1","3","1973","19740430","19740430","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K",,"4.99",,"N","5000","241287",,,,,,,,,,,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20020328","USFWS","USFWS","07","050602","0",,,,,"1","3","1975","19760412","19760412","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K",,"6.31",,"N","5000","94137",,,,,,,,,,,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20020328","USFWS","USFWS","07","050614","0",,,,,"1","3","1974","19750531","19750531","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","G","H",,,"15.13",,"N","5000","1780",,,"5000","46",,,,"0.0252",,,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20020328","USFWS","USFWS","07","050617","0",,,,,"1","3","1979","19800501","19800630","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H",,,"8.24",,"N","5000","5805",,,"5000","118",,,,"0.0199","21",,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20020328","USFWS","USFWS","07","050618","0",,,,,"1","3","1979","19800531","19800531","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H","P",,"6.31",,"N","5000","10953",,,"5000","223",,,,"0.02","21",,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20020328","USFWS","USFWS","07","050619","0",,,,,"1","3","1979","19800531","19800531","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H","P",,"5.35",,"N","5000","10810",,,"5000","221",,,,"0.02","23",,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","NMFS","07","050639","0",,,,,"1","3","1979","19800310","19800310","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","P",,"3.69",,"N","5000","130208",,,"0009","7205064","5000","4863",,"0.036","10",,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","NMFS","07","050640","0",,,,,"1","3","1979","19800408","19800421","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","P",,"5.47",,"N","5000","77720",,,"0009","3833522","5000","2735",,"0.034","36",,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","NMFS","07","050641","0",,,,,"1","3","1979","19800509","19800509","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","P",,"8.9",,"N","5000","61771",,,"0009","3127581","5000","1325",,"0.021","52",,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","NMFS","07","050642","0",,,,,"1","3","1979","19800807","19800807","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","S","H","P",,"23.89",,"N","5000","23563",,,"0009","1088462","5000","456",,"0.019","203",,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","NMFS","07","050644","0",,,,,"1","3","1979","19800408","19800515","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","S","H","P",,"16.81",,"N","5000","36335",,,"0009","437681","5000","1162",,"0.031","35",,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060830","USFWS","NMFS","07","050646","0",,,,,"1","3","1979","19800408","19800515","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","G","H","P",,"6.49",,"N","5000","114891",,,"0009","1385620","5000","2464",,"0.021","35",,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20020328","USFWS","NMFS","07","050648","0",,,,,"1","3","1979","19800519","19800519","5F332    0300100000","3F42001  290159 H","3F42001  290159 S","G","H","E",,"10.09",,"N","5000","102928",,,"5000","3513",,,,"0.033","74",,,,"COLUMBIA R-2","SPRING CR NFH","SPRING CR    29.0159","OR","LOCR","YOCL","C"
"T","4.1","20020328","USFWS","NMFS","07","050649","0",,,,,"1","3","1979","19800519","19800519","5F332    0300100000","3F42001  290159 H","3F42001  290159 S","G","H","E",,"10.09",,"N","5000","103319",,,"5000","3747",,,,"0.035","79",,,,"COLUMBIA R-2","SPRING CR NFH","SPRING CR    29.0159","OR","LOCR","YOCL","C"
"T","4.1","20021016","NWIFC","QDNR","14","050661","0",,,,,"1","3","1979","19800801","19800801","3F21703  210139 R","3F21702  210398 H","3F217    21     S71","P","H","P",,"16.8",,"N","5000","16829",,,"0000","340516",,,,,,,,,"SALMON R     21.0139","QUINAULT LK HATCHERY","QUINAULT X QUEETS R","WA","NWC","QEQU","C"
"T","4.1","20090318","USFWS","USFWS","07","050685","12",,,"D","072008March","1","3","2007","20080305","20080305","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K","FR","3.2","72","N","5000","37376",,,"5000","1785678",,,"B","0.016","19","509",,"SC FCS 72 Columbia River       Spring Creek NFH","SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20050908","USFWS","USFWS","07","050699","12",,,,,"1","7","2001","20011114","20011114","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","E","FR","16.55","102","N","5000","88039",,,,,,,"C","0","23","200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","050702","0",,,,,"1","3","1975","19760507","19760507","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K",,"7.96",,"N","5000","100653",,,"0009","2967054",,,,,,,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","USFWS","07","050710","0",,,,,"1","3","1974","19750501","19750630","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H","P",,"2.14",,"N","5000","88085",,,"0009","154728","5000","2724",,"0.03","7",,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20020328","USFWS","USFWS","07","050712","0",,,,,"1","3","1974","19750531","19750531","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","G","H",,,"15.13",,"N","5000","1371",,,"5000","35",,,,"0.0249",,,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060830","USFWS","USFWS","07","050735","0",,,,,"1","3","1984","19850430","19850430","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H","P",,"4.09",,"N","5000","10539",,,"0009","24450","5000","2007",,"0.16","31",,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","050736","0",,,,,"1","3","1984","19850430","19850430","6FCSACOY","6FCSACOY TCFF","6FCSACOY TCFF","G","H","P",,"5.54",,"N","5000","9942",,,"0009","930","5000","1894",,"0.16","31",,,,"COYOTE CREEK","TEHAMA-COLUSA FF","TEHAMA-COLUSA FF","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","NMFS","07","050740","0",,,,,"1","3","1980","19810326","19810326","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","P",,"5.04",,"N","5000","104666",,,"0009","4743187","5000","420",,"0.004",,,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","USFWS","07","050743","0",,,,,"1","3","1980","19810421","19810421","3F42001  310014 R","3F42001  290159 H","3F42001  290159 S","G","H","K",,"6.05",,"N","5000","25723",,,"0009","123914","5000","129",,"0.005",,,,,"ROCK CR      31.0014","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","ROCK","C"
"T","4.1","20060830","USFWS","NMFS","07","050744","0",,,,,"1","3","1980","19810416","19810527","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","S","H","P",,,,"N","5000","19091",,,"0009","278083","5000","3186",,"0.143","84",,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060830","USFWS","NMFS","07","050745","0",,,,,"1","3","1980","19810416","19810527","3F42001  250297 R","3F42001  250297 H","3F42001  250297 S","S","H","P",,,,"N","5000","63536",,,"0009","826658","5000","10602",,"0.143","79",,,,"ABERNATHY CR 25.0297","ABERNATHY SCDC HATCH","ABERNATHY CR 25.0297","WA","LOCR","GREL","C"
"T","4.1","20060830","USFWS","USFWS","07","050746","0",,,,,"1","3","1980","19810421","19810421","3F42001  310014 R","3F42001  290159 H","3F42001  290159 S","G","H","K",,"6.05",,"N","5000","150544",,,"0009","724732","5000","757",,"0.005",,,,,"ROCK CR      31.0014","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","ROCK","C"
"T","4.1","20060830","USFWS","NMFS","07","050748","0",,,,,"1","3","1980","19810326","19810326","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","P",,"3.85",,"N","5000","28825",,,"0009","1345344","5000","145",,"0.005",,,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20050908","USFWS","USFWS","07","050764","12",,,,,"1","7","2001","20011212","20011212","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","E","FR","27.52","104","N","5000","73856",,,"5000","747",,,"C","0.01","36","200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050766","12",,,,,"1","7","2001","20020104","20020104","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","E","FR","27.49","127","N","5000","65240",,,"5000","331",,,"C","0.0051",,"198",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050767","12",,,,,"1","7","2001","20020105","20020105","6FCSASBF RYDE","6FCSABAT CNFH","6FCSABAT CNFH","S","H","E","FR","31.5","121","N","5000","52327","0000","537","5000","805",,,"C","0.015",,"200",,,"SAC R AT RYDE KOKET","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050768","12",,,,,"1","7","2001","20020110","20020110","6FCSUUSC PCHI","6FCSABAT CNFH","6FCSABAT CNFH","S","H","E","FR","31.99","128","N","5000","47876",,,,,,,"C","0",,"200",,,"PORT CHICAGO","COLEMAN NFH","COLEMAN NFH","CA","CECA","SFBA","C"
"T","4.1","20050908","USFWS","USFWS","07","050769","12",,,,,"1","7","2001","20020108","20020108","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR","35.73","132","N","5000","77418",,,,,,,"C","0",,"200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050770","12",,,,,"1","7","2001","20020108","20020108","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR","31.72","120","N","5000","74770",,,,,,,"C","0",,"200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050771","12",,,,,"1","7","2001","20020108","20020108","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR","34.04","125","N","5000","71621",,,"5000","1091",,,"C","0.015",,"200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050772","12",,,,,"1","7","2001","20020108","20020108","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR","30.71","127","N","5000","78216",,,,,,,"C","0",,"200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050773","12",,,,,"1","7","2001","20020108","20020108","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR","29.11","125","N","5000","66305",,,"5000","333",,,"C","0.005",,"200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050774","12",,,,,"1","7","2001","20020108","20020108","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR","22.49","118","N","5000","74780",,,"5000","376",,,"C","0.005",,"200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050775","12",,,,,"1","7","2001","20020108","20020108","6FCSABAT","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR","31.02","116","N","5000","26890",,,,,,,"C","0",,"200",,,"BATTLE CREEK BELOW CNFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050776","12",,,,,"1","7","2001","20020103","20020103","6FCSJMOK GESL","6FCSABAT CNFH","6FCSABAT CNFH","S","H","E","FR","31.71","125","N","5000","77053",,,"5000","387",,,"C","0.005",,"200",,,"MOK R GEORGIANNA SLOUGH","COLEMAN NFH","COLEMAN NFH","CA","SJOA","MOKE","C"
"T","4.1","20050908","USFWS","USFWS","07","050777","0",,,,,"1","3","2001","20020311","20020311","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K","FR",,"78","N","5000","68627",,,"0000","6301185","5000","6332","W",,,"509",,"SC 66 Columbia River       Spring Creek NFH","SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20050908","USFWS","USFWS","07","050778","0",,,,,"1","3","2001","20020311","20020311","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K","FR",,"78","N","5000","65933",,,"0000","1340549","5000","9089","W",,,"487",,"SC 66 Columbia River       Spring Creek NFH","SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20050908","USFWS","USFWS","07","050779","0",,,,,"1","3","2001","20020430","20020430","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K","FR",,"104","N","5000","63908",,,"0000","2104500","5000","9615","W",,,"520",,"SC 66 Columbia River       Spring Creek NFH","SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20050908","USFWS","USFWS","07","050780","0",,,,,"1","3","2001","20020430","20020430","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K","FR",,"103","N","5000","68076",,,"0000","1229799","5000","5613","W",,,"512",,"SC 66 Columbia River       Spring Creek NFH","SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20031118","USFWS","USFWS","07","050799","0",,,,,"1","1","2001","20030326","20030326","4F-1706030400200.00","4F-1706030400200.50","4F1-17060304002-HUU","S","H","P","FR","17.4",,"N","5000","65864",,,"5000","280644",,,"B","0.0101","228","500",,"750 PIT","CLEAR CRK:CLWTR R","KOOSKIA NAT","KOOSKIA","ID","SNAK","CLEA","C"
"T","4.1","20020328","USFWS","USFWS","07","050802","0",,,,,"1","3","1975","19760507","19760507","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K",,"7.96",,"N","5000","96964",,,,,,,,,,,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20060830","USFWS","NMFS","07","050851","0",,,,,"1","3","1981","19820412","19820413","5F334    0700200000","3F42001  290159 H","3F42001  290159 S","G","H","P",,"5.75",,"N","5000","46707",,,"0009","258374","5000","1198",,"0.025","18",,,,"UMATILLA R","SPRING CR NFH","SPRING CR    29.0159","OR","CECR","UMAT","C"
"T","4.1","20050908","USFWS","USFWS","07","050874","12",,,,,"1","3","2001","20020418","20020418","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","5.15","77","N","5000","78255","0000","314","0000","320956",,,"C","0",,"250",,,"COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050875","12",,,,,"1","3","2001","20020418","20020418","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","5.13","77","N","5000","78030","0000","684","0000","308226",,,"C","0",,"115",,,"COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050876","12",,,,,"1","3","2001","20020418","20020418","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","5.15","76","N","5000","77386",,,"5000","315","0000","373572","C","0.016",,"250",,,"COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050877","12",,,,,"1","3","2001","20020418","20020418","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","4.83","75","N","5000","77992",,,"5000","314","0000","380222","C","0.008",,"250",,,"COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050878","12",,,,,"1","3","2001","20020418","20020418","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","4.68","76","N","5000","77223",,,"5000","633","0000","396932","C","0.024",,"250",,,"COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050879","12",,,,,"1","3","2001","20020418","20020418","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","4.82","75","N","5000","75445",,,"5000","916","0000","416403","C","0.012",,"250",,,"COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050880","12",,,,,"1","3","2001","20020418","20020418","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","4.72","77","N","5000","79730",,,"0000","403292",,,"C","0",,"250",,,"COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050881","12",,,,,"1","3","2001","20020424","20020424","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","5.6","77","N","5000","78898",,,"5000","317","0000","356862","C","0.004",,"250",,,"COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050882","12",,,,,"1","3","2001","20020425","20020425","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","5.81","79","N","5000","78815",,,"0000","348129",,,"C","0",,"300",,,"COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050883","12",,,,,"1","3","2001","20020425","20020425","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","5.67","77","N","5000","77728",,,"5000","627","0000","362301","C","0.008",,"250",,,"COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050884","12",,,,,"1","3","2001","20020425","20020425","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","4.93","74","N","5000","79138",,,"5000","318","0000","347614","C","0.004",,"250",,,"COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050885","12",,,,,"1","3","2001","20020425","20020425","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","4.68","73","N","5000","78259",,,"0000","299172",,,"C","0.004",,"250",,,"COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050886","12",,,,,"1","3","2001","20020425","20020425","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","4.01","69","N","5000","78641",,,"0000","222159",,,"C","0",,"250",,,"COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20050908","USFWS","USFWS","07","050887","12",,,,,"1","3","2001","20020425","20020425","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","I","FR","3.92","67","N","5000","78035","0000","315","0000","329038",,,"C","0.004",,"250",,"289 TAGGED FISH WERE REMOVED FOR EXPERIMENTS","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","050901","0",,,,,"1","3","1974","19750430","19750430","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K",,"4.32",,"N","5000","98698",,,"0009","5280010",,,,,,,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
